Team,Season,PlayerName,DateOfBirth,Position,ShirtNumber,Nationality,CurrentClub,ClubLeague,Height,Weight,PreferredFoot
France,2026,Player FRA-8,18/05/1998,FW,8,France,Bayern Munich,Bundesliga,188,78,Right
France,2026,Player FRA-9,19/05/1998,FW,9,France,PSG,Ligue 1,189,79,Right
France,2026,Player FRA-10,20/05/1998,GK,10,France,Inter Milan,Serie A,192,86,Right
France,2026,Player FRA-11,21/05/1998,DF,11,France,Al-Hilal,Saudi Pro League,191,81,Left
France,2026,Player FRA-12,22/05/1998,DF,12,France,Real Madrid,LaLiga,192,82,Right
France,2026,Player FRA-13,23/05/1998,DF,13,France,Manchester City,Premier League,193,83,Right
France,2026,Player FRA-14,24/05/1998,MF,14,France,Bayern Munich,Bundesliga,194,84,Right
France,2026,Player FRA-15,25/05/1998,MF,15,France,PSG,Ligue 1,180,85,Right
France,2026,Player FRA-16,26/05/1998,MF,16,France,Inter Milan,Serie A,181,86,Right
France,2026,Player FRA-17,27/05/1998,FW,17,France,Al-Hilal,Saudi Pro League,182,87,Right
France,2026,Player FRA-18,10/05/1998,FW,18,France,Real Madrid,LaLiga,183,70,Right
France,2026,Player FRA-19,11/05/1998,FW,19,France,Manchester City,Premier League,184,71,Right
France,2026,Player FRA-20,12/05/1998,GK,20,France,Bayern Munich,Bundesliga,192,86,Right
France,2026,Player FRA-21,13/05/1998,DF,21,France,PSG,Ligue 1,186,73,Left
France,2026,Player FRA-22,14/05/1998,DF,22,France,Inter Milan,Serie A,187,74,Right
France,2026,Player FRA-23,15/05/1998,DF,23,France,Al-Hilal,Saudi Pro League,188,75,Right
France,2026,Player FRA-24,16/05/1998,MF,24,France,Real Madrid,LaLiga,189,76,Right
France,2026,Player FRA-25,17/05/1998,MF,25,France,Manchester City,Premier League,190,77,Right
France,2026,Player FRA-26,18/05/1998,MF,26,France,Bayern Munich,Bundesliga,191,78,Right
England,2026,Player ENG-1,11/05/1998,DF,1,England,Manchester City,Premier League,181,71,Right
England,2026,Player ENG-2,12/05/1998,DF,2,England,Bayern Munich,Bundesliga,182,72,Right
England,2026,Player ENG-3,13/05/1998,DF,3,England,PSG,Ligue 1,183,73,Left
England,2026,Player ENG-4,14/05/1998,MF,4,England,Inter Milan,Serie A,184,74,Right
England,2026,Player ENG-5,15/05/1998,MF,5,England,Al-Hilal,Saudi Pro League,185,75,Right
England,2026,Player ENG-6,16/05/1998,MF,6,England,Real Madrid,LaLiga,186,76,Right
England,2026,Player ENG-7,17/05/1998,FW,7,England,Manchester City,Premier League,187,77,Left
England,2026,Player ENG-8,18/05/1998,FW,8,England,Bayern Munich,Bundesliga,188,78,Right
England,2026,Player ENG-9,19/05/1998,FW,9,England,PSG,Ligue 1,189,79,Right
England,2026,Player ENG-10,20/05/1998,GK,10,England,Inter Milan,Serie A,192,86,Right
England,2026,Player ENG-11,21/05/1998,DF,11,England,Al-Hilal,Saudi Pro League,191,81,Left
England,2026,Player ENG-12,22/05/1998,DF,12,England,Real Madrid,LaLiga,192,82,Right
England,2026,Player ENG-13,23/05/1998,DF,13,England,Manchester City,Premier League,193,83,Right
England,2026,Player ENG-14,24/05/1998,MF,14,England,Bayern Munich,Bundesliga,194,84,Right
England,2026,Player ENG-15,25/05/1998,MF,15,England,PSG,Ligue 1,180,85,Right
England,2026,Player ENG-16,26/05/1998,MF,16,England,Inter Milan,Serie A,181,86,Right
England,2026,Player ENG-17,27/05/1998,FW,17,England,Al-Hilal,Saudi Pro League,182,87,Right
England,2026,Player ENG-18,10/05/1998,FW,18,England,Real Madrid,LaLiga,183,70,Right
England,2026,Player ENG-19,11/05/1998,FW,19,England,Manchester City,Premier League,184,71,Right
England,2026,Player ENG-20,12/05/1998,GK,20,England,Bayern Munich,Bundesliga,192,86,Right
England,2026,Player ENG-21,13/05/1998,DF,21,England,PSG,Ligue 1,186,73,Left
England,2026,Player ENG-22,14/05/1998,DF,22,England,Inter Milan,Serie A,187,74,Right
England,2026,Player ENG-23,15/05/1998,DF,23,England,Al-Hilal,Saudi Pro League,188,75,Right
England,2026,Player ENG-24,16/05/1998,MF,24,England,Real Madrid,LaLiga,189,76,Right
England,2026,Player ENG-25,17/05/1998,MF,25,England,Manchester City,Premier League,190,77,Right
England,2026,Player ENG-26,18/05/1998,MF,26,England,Bayern Munich,Bundesliga,191,78,Right
Spain,2026,Player SPA-1,11/05/1998,DF,1,Spain,Manchester City,Premier League,181,71,Right
Spain,2026,Player SPA-2,12/05/1998,DF,2,Spain,Bayern Munich,Bundesliga,182,72,Right
Spain,2026,Player SPA-3,13/05/1998,DF,3,Spain,PSG,Ligue 1,183,73,Left
Spain,2026,Player SPA-4,14/05/1998,MF,4,Spain,Inter Milan,Serie A,184,74,Right
Spain,2026,Player SPA-5,15/05/1998,MF,5,Spain,Al-Hilal,Saudi Pro League,185,75,Right
Spain,2026,Player SPA-6,16/05/1998,MF,6,Spain,Real Madrid,LaLiga,186,76,Right
Spain,2026,Player SPA-7,17/05/1998,FW,7,Spain,Manchester City,Premier League,187,77,Left
Spain,2026,Player SPA-8,18/05/1998,FW,8,Spain,Bayern Munich,Bundesliga,188,78,Right
Spain,2026,Player SPA-9,19/05/1998,FW,9,Spain,PSG,Ligue 1,189,79,Right
Spain,2026,Player SPA-10,20/05/1998,GK,10,Spain,Inter Milan,Serie A,192,86,Right
Spain,2026,Player SPA-11,21/05/1998,DF,11,Spain,Al-Hilal,Saudi Pro League,191,81,Left
Spain,2026,Player SPA-12,22/05/1998,DF,12,Spain,Real Madrid,LaLiga,192,82,Right
Spain,2026,Player SPA-13,23/05/1998,DF,13,Spain,Manchester City,Premier League,193,83,Right
Spain,2026,Player SPA-14,24/05/1998,MF,14,Spain,Bayern Munich,Bundesliga,194,84,Right
Spain,2026,Player SPA-15,25/05/1998,MF,15,Spain,PSG,Ligue 1,180,85,Right
Spain,2026,Player SPA-16,26/05/1998,MF,16,Spain,Inter Milan,Serie A,181,86,Right
Spain,2026,Player SPA-17,27/05/1998,FW,17,Spain,Al-Hilal,Saudi Pro League,182,87,Right
Spain,2026,Player SPA-18,10/05/1998,FW,18,Spain,Real Madrid,LaLiga,183,70,Right
Spain,2026,Player SPA-19,11/05/1998,FW,19,Spain,Manchester City,Premier League,184,71,Right
Spain,2026,Player SPA-20,12/05/1998,GK,20,Spain,Bayern Munich,Bundesliga,192,86,Right
Spain,2026,Player SPA-21,13/05/1998,DF,21,Spain,PSG,Ligue 1,186,73,Left
Spain,2026,Player SPA-22,14/05/1998,DF,22,Spain,Inter Milan,Serie A,187,74,Right
Spain,2026,Player SPA-23,15/05/1998,DF,23,Spain,Al-Hilal,Saudi Pro League,188,75,Right
Spain,2026,Player SPA-24,16/05/1998,MF,24,Spain,Real Madrid,LaLiga,189,76,Right
Spain,2026,Player SPA-25,17/05/1998,MF,25,Spain,Manchester City,Premier League,190,77,Right
Spain,2026,Player SPA-26,18/05/1998,MF,26,Spain,Bayern Munich,Bundesliga,191,78,Right
Germany,2026,Player GER-1,11/05/1998,DF,1,Germany,Manchester City,Premier League,181,71,Right
Germany,2026,Player GER-2,12/05/1998,DF,2,Germany,Bayern Munich,Bundesliga,182,72,Right
Germany,2026,Player GER-3,13/05/1998,DF,3,Germany,PSG,Ligue 1,183,73,Left
Germany,2026,Player GER-4,14/05/1998,MF,4,Germany,Inter Milan,Serie A,184,74,Right
Germany,2026,Player GER-5,15/05/1998,MF,5,Germany,Al-Hilal,Saudi Pro League,185,75,Right
Germany,2026,Player GER-6,16/05/1998,MF,6,Germany,Real Madrid,LaLiga,186,76,Right
Germany,2026,Player GER-7,17/05/1998,FW,7,Germany,Manchester City,Premier League,187,77,Left
Germany,2026,Player GER-8,18/05/1998,FW,8,Germany,Bayern Munich,Bundesliga,188,78,Right
Germany,2026,Player GER-9,19/05/1998,FW,9,Germany,PSG,Ligue 1,189,79,Right
Germany,2026,Player GER-10,20/05/1998,GK,10,Germany,Inter Milan,Serie A,192,86,Right
Germany,2026,Player GER-11,21/05/1998,DF,11,Germany,Al-Hilal,Saudi Pro League,191,81,Left
Germany,2026,Player GER-12,22/05/1998,DF,12,Germany,Real Madrid,LaLiga,192,82,Right
Germany,2026,Player GER-13,23/05/1998,DF,13,Germany,Manchester City,Premier League,193,83,Right
Germany,2026,Player GER-14,24/05/1998,MF,14,Germany,Bayern Munich,Bundesliga,194,84,Right
Germany,2026,Player GER-15,25/05/1998,MF,15,Germany,PSG,Ligue 1,180,85,Right
Germany,2026,Player GER-16,26/05/1998,MF,16,Germany,Inter Milan,Serie A,181,86,Right
Germany,2026,Player GER-17,27/05/1998,FW,17,Germany,Al-Hilal,Saudi Pro League,182,87,Right
Germany,2026,Player GER-18,10/05/1998,FW,18,Germany,Real Madrid,LaLiga,183,70,Right
Germany,2026,Player GER-19,11/05/1998,FW,19,Germany,Manchester City,Premier League,184,71,Right
Germany,2026,Player GER-20,12/05/1998,GK,20,Germany,Bayern Munich,Bundesliga,192,86,Right
Germany,2026,Player GER-21,13/05/1998,DF,21,Germany,PSG,Ligue 1,186,73,Left
Germany,2026,Player GER-22,14/05/1998,DF,22,Germany,Inter Milan,Serie A,187,74,Right
Germany,2026,Player GER-23,15/05/1998,DF,23,Germany,Al-Hilal,Saudi Pro League,188,75,Right
Germany,2026,Player GER-24,16/05/1998,MF,24,Germany,Real Madrid,LaLiga,189,76,Right
Germany,2026,Player GER-25,17/05/1998,MF,25,Germany,Manchester City,Premier League,190,77,Right
Germany,2026,Player GER-26,18/05/1998,MF,26,Germany,Bayern Munich,Bundesliga,191,78,Right
Italy,2026,Player ITA-1,11/05/1998,DF,1,Italy,Manchester City,Premier League,181,71,Right
Italy,2026,Player ITA-2,12/05/1998,DF,2,Italy,Bayern Munich,Bundesliga,182,72,Right
Italy,2026,Player ITA-3,13/05/1998,DF,3,Italy,PSG,Ligue 1,183,73,Left
Italy,2026,Player ITA-4,14/05/1998,MF,4,Italy,Inter Milan,Serie A,184,74,Right
Italy,2026,Player ITA-5,15/05/1998,MF,5,Italy,Al-Hilal,Saudi Pro League,185,75,Right
Italy,2026,Player ITA-6,16/05/1998,MF,6,Italy,Real Madrid,LaLiga,186,76,Right
Italy,2026,Player ITA-7,17/05/1998,FW,7,Italy,Manchester City,Premier League,187,77,Left
Italy,2026,Player ITA-8,18/05/1998,FW,8,Italy,Bayern Munich,Bundesliga,188,78,Right
Italy,2026,Player ITA-9,19/05/1998,FW,9,Italy,PSG,Ligue 1,189,79,Right
Italy,2026,Player ITA-10,20/05/1998,GK,10,Italy,Inter Milan,Serie A,192,86,Right
Italy,2026,Player ITA-11,21/05/1998,DF,11,Italy,Al-Hilal,Saudi Pro League,191,81,Left
Italy,2026,Player ITA-12,22/05/1998,DF,12,Italy,Real Madrid,LaLiga,192,82,Right
Italy,2026,Player ITA-13,23/05/1998,DF,13,Italy,Manchester City,Premier League,193,83,Right
Italy,2026,Player ITA-14,24/05/1998,MF,14,Italy,Bayern Munich,Bundesliga,194,84,Right
Italy,2026,Player ITA-15,25/05/1998,MF,15,Italy,PSG,Ligue 1,180,85,Right
Italy,2026,Player ITA-16,26/05/1998,MF,16,Italy,Inter Milan,Serie A,181,86,Right
Italy,2026,Player ITA-17,27/05/1998,FW,17,Italy,Al-Hilal,Saudi Pro League,182,87,Right
Italy,2026,Player ITA-18,10/05/1998,FW,18,Italy,Real Madrid,LaLiga,183,70,Right
Italy,2026,Player ITA-19,11/05/1998,FW,19,Italy,Manchester City,Premier League,184,71,Right
Italy,2026,Player ITA-20,12/05/1998,GK,20,Italy,Bayern Munich,Bundesliga,192,86,Right
Italy,2026,Player ITA-21,13/05/1998,DF,21,Italy,PSG,Ligue 1,186,73,Left
Italy,2026,Player ITA-22,14/05/1998,DF,22,Italy,Inter Milan,Serie A,187,74,Right
Italy,2026,Player ITA-23,15/05/1998,DF,23,Italy,Al-Hilal,Saudi Pro League,188,75,Right
Italy,2026,Player ITA-24,16/05/1998,MF,24,Italy,Real Madrid,LaLiga,189,76,Right
Italy,2026,Player ITA-25,17/05/1998,MF,25,Italy,Manchester City,Premier League,190,77,Right
Italy,2026,Player ITA-26,18/05/1998,MF,26,Italy,Bayern Munich,Bundesliga,191,78,Right
Belgium,2026,Player BEL-1,11/05/1998,DF,1,Belgium,Manchester City,Premier League,181,71,Right
Belgium,2026,Player BEL-2,12/05/1998,DF,2,Belgium,Bayern Munich,Bundesliga,182,72,Right
Belgium,2026,Player BEL-3,13/05/1998,DF,3,Belgium,PSG,Ligue 1,183,73,Left
Belgium,2026,Player BEL-4,14/05/1998,MF,4,Belgium,Inter Milan,Serie A,184,74,Right
Belgium,2026,Player BEL-5,15/05/1998,MF,5,Belgium,Al-Hilal,Saudi Pro League,185,75,Right
Belgium,2026,Player BEL-6,16/05/1998,MF,6,Belgium,Real Madrid,LaLiga,186,76,Right
Belgium,2026,Player BEL-7,17/05/1998,FW,7,Belgium,Manchester City,Premier League,187,77,Left
Belgium,2026,Player BEL-8,18/05/1998,FW,8,Belgium,Bayern Munich,Bundesliga,188,78,Right
Belgium,2026,Player BEL-9,19/05/1998,FW,9,Belgium,PSG,Ligue 1,189,79,Right
Belgium,2026,Player BEL-10,20/05/1998,GK,10,Belgium,Inter Milan,Serie A,192,86,Right
Belgium,2026,Player BEL-11,21/05/1998,DF,11,Belgium,Al-Hilal,Saudi Pro League,191,81,Left
Belgium,2026,Player BEL-12,22/05/1998,DF,12,Belgium,Real Madrid,LaLiga,192,82,Right
Belgium,2026,Player BEL-13,23/05/1998,DF,13,Belgium,Manchester City,Premier League,193,83,Right
Belgium,2026,Player BEL-14,24/05/1998,MF,14,Belgium,Bayern Munich,Bundesliga,194,84,Right
Belgium,2026,Player BEL-15,25/05/1998,MF,15,Belgium,PSG,Ligue 1,180,85,Right
Belgium,2026,Player BEL-16,26/05/1998,MF,16,Belgium,Inter Milan,Serie A,181,86,Right
Belgium,2026,Player BEL-17,27/05/1998,FW,17,Belgium,Al-Hilal,Saudi Pro League,182,87,Right
Belgium,2026,Player BEL-18,10/05/1998,FW,18,Belgium,Real Madrid,LaLiga,183,70,Right
Belgium,2026,Player BEL-19,11/05/1998,FW,19,Belgium,Manchester City,Premier League,184,71,Right
Belgium,2026,Player BEL-20,12/05/1998,GK,20,Belgium,Bayern Munich,Bundesliga,192,86,Right
Belgium,2026,Player BEL-21,13/05/1998,DF,21,Belgium,PSG,Ligue 1,186,73,Left
Belgium,2026,Player BEL-22,14/05/1998,DF,22,Belgium,Inter Milan,Serie A,187,74,Right
Belgium,2026,Player BEL-23,15/05/1998,DF,23,Belgium,Al-Hilal,Saudi Pro League,188,75,Right
Belgium,2026,Player BEL-24,16/05/1998,MF,24,Belgium,Real Madrid,LaLiga,189,76,Right
Belgium,2026,Player BEL-25,17/05/1998,MF,25,Belgium,Manchester City,Premier League,190,77,Right
Belgium,2026,Player BEL-26,18/05/1998,MF,26,Belgium,Bayern Munich,Bundesliga,191,78,Right
Portugal,2026,Player POR-1,11/05/1998,DF,1,Portugal,Manchester City,Premier League,181,71,Right
Portugal,2026,Player POR-2,12/05/1998,DF,2,Portugal,Bayern Munich,Bundesliga,182,72,Right
Portugal,2026,Player POR-3,13/05/1998,DF,3,Portugal,PSG,Ligue 1,183,73,Left
Portugal,2026,Player POR-4,14/05/1998,MF,4,Portugal,Inter Milan,Serie A,184,74,Right
Portugal,2026,Player POR-5,15/05/1998,MF,5,Portugal,Al-Hilal,Saudi Pro League,185,75,Right
Portugal,2026,Player POR-6,16/05/1998,MF,6,Portugal,Real Madrid,LaLiga,186,76,Right
Portugal,2026,Player POR-7,17/05/1998,FW,7,Portugal,Manchester City,Premier League,187,77,Left
Portugal,2026,Player POR-8,18/05/1998,FW,8,Portugal,Bayern Munich,Bundesliga,188,78,Right
Portugal,2026,Player POR-9,19/05/1998,FW,9,Portugal,PSG,Ligue 1,189,79,Right
Portugal,2026,Player POR-10,20/05/1998,GK,10,Portugal,Inter Milan,Serie A,192,86,Right
Portugal,2026,Player POR-11,21/05/1998,DF,11,Portugal,Al-Hilal,Saudi Pro League,191,81,Left
Portugal,2026,Player POR-12,22/05/1998,DF,12,Portugal,Real Madrid,LaLiga,192,82,Right
Portugal,2026,Player POR-13,23/05/1998,DF,13,Portugal,Manchester City,Premier League,193,83,Right
Portugal,2026,Player POR-14,24/05/1998,MF,14,Portugal,Bayern Munich,Bundesliga,194,84,Right
Portugal,2026,Player POR-15,25/05/1998,MF,15,Portugal,PSG,Ligue 1,180,85,Right
Portugal,2026,Player POR-16,26/05/1998,MF,16,Portugal,Inter Milan,Serie A,181,86,Right
Portugal,2026,Player POR-17,27/05/1998,FW,17,Portugal,Al-Hilal,Saudi Pro League,182,87,Right
Portugal,2026,Player POR-18,10/05/1998,FW,18,Portugal,Real Madrid,LaLiga,183,70,Right
Portugal,2026,Player POR-19,11/05/1998,FW,19,Portugal,Manchester City,Premier League,184,71,Right
Portugal,2026,Player POR-20,12/05/1998,GK,20,Portugal,Bayern Munich,Bundesliga,192,86,Right
Portugal,2026,Player POR-21,13/05/1998,DF,21,Portugal,PSG,Ligue 1,186,73,Left
Portugal,2026,Player POR-22,14/05/1998,DF,22,Portugal,Inter Milan,Serie A,187,74,Right
Portugal,2026,Player POR-23,15/05/1998,DF,23,Portugal,Al-Hilal,Saudi Pro League,188,75,Right
Portugal,2026,Player POR-24,16/05/1998,MF,24,Portugal,Real Madrid,LaLiga,189,76,Right
Portugal,2026,Player POR-25,17/05/1998,MF,25,Portugal,Manchester City,Premier League,190,77,Right
Portugal,2026,Player POR-26,18/05/1998,MF,26,Portugal,Bayern Munich,Bundesliga,191,78,Right
Netherlands,2026,Player NET-1,11/05/1998,DF,1,Netherlands,Manchester City,Premier League,181,71,Right
Netherlands,2026,Player NET-2,12/05/1998,DF,2,Netherlands,Bayern Munich,Bundesliga,182,72,Right
Netherlands,2026,Player NET-3,13/05/1998,DF,3,Netherlands,PSG,Ligue 1,183,73,Left
Netherlands,2026,Player NET-4,14/05/1998,MF,4,Netherlands,Inter Milan,Serie A,184,74,Right
Netherlands,2026,Player NET-5,15/05/1998,MF,5,Netherlands,Al-Hilal,Saudi Pro League,185,75,Right
Netherlands,2026,Player NET-6,16/05/1998,MF,6,Netherlands,Real Madrid,LaLiga,186,76,Right
Netherlands,2026,Player NET-7,17/05/1998,FW,7,Netherlands,Manchester City,Premier League,187,77,Left
Netherlands,2026,Player NET-8,18/05/1998,FW,8,Netherlands,Bayern Munich,Bundesliga,188,78,Right
Netherlands,2026,Player NET-9,19/05/1998,FW,9,Netherlands,PSG,Ligue 1,189,79,Right
Netherlands,2026,Player NET-10,20/05/1998,GK,10,Netherlands,Inter Milan,Serie A,192,86,Right
